path,filename,class_code,source_split,extension,file_size_bytes,read_ok,width,height,channels,mode,mean_brightness,median_brightness,std_brightness,dark_pixel_ratio,bright_pixel_ratio,sha256,split
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\C-10\2019_0818_131042_009 0052_mirrored_0.jpg,2019_0818_131042_009 0052_mirrored_0.jpg,C-10,train_original,.jpg,4797,True,95,110,3,RGB,50.846435546875,36.72439956665039,27.3560791015625,0.007751196172248804,0.0,8e6ef86ba8871a911973aae702328f8c7c48a373c9ac11bfb1727b1917aab3b7,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-6c\2020_0413_162855_009 1765_mirrored_0.jpg,2020_0413_162855_009 1765_mirrored_0.jpg,A-6c,train_original,.jpg,7902,True,139,125,3,RGB,165.49205017089844,128.32240295410156,84.66617584228516,0.00920863309352518,0.44397122302158276,a8a6bdac6415b0a8d4928be940475839e8fc0d43fa2a9414f377b9314c1c425b,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-2\2019_1223_092421_001 1713_0.jpg,2019_1223_092421_001 1713_0.jpg,A-2,train_original,.jpg,2156,True,64,61,3,RGB,123.93132019042969,103.20690155029297,34.79780578613281,0.0,0.0,1e75986d626a33dbb3fb3f6156c43586ad0fbc3702afbf5d4d60b73f991bf3cb,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\C-10\2020_0213_153817_007 1806_mirrored_0.jpg,2020_0213_153817_007 1806_mirrored_0.jpg,C-10,train_original,.jpg,2565,True,57,57,3,RGB,90.41609954833984,52.49040222167969,64.43772888183594,0.04032009849184364,0.0,d170d174f970299f1692de782d3b1a3d5383fe3451d9f506fc2de2f56163e2d5,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-25\2020_0301_150739_024 1603_0.jpg,2020_0301_150739_024 1603_0.jpg,B-25,train_original,.jpg,3918,True,63,80,3,RGB,161.73345947265625,151.4447021484375,74.41998291015625,0.003968253968253968,0.291468253968254,18e62c437921a6b447180281d9c052073c93a5a31d41d10fe91cbea4df8e7167,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\D-6\2020_0620_165147_004 01_0.jpg,2020_0620_165147_004 01_0.jpg,D-6,train_original,.jpg,4102,True,76,67,3,RGB,133.72206115722656,121.5665054321289,80.2013931274414,0.036920659858601726,0.03593872741555381,9d166ae96ecfc60c42a9a9fba21d83217ad78d6c3a7fb20cfa0cd0464903fad2,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\A-29\2019_0818_131042_009 1353_0.jpg,2019_0818_131042_009 1353_0.jpg,A-29,train_original,.jpg,2521,True,49,53,3,RGB,84.70365142822266,84.02619934082031,38.477272033691406,0.018867924528301886,0.0023103581055063534,dbc0aeb8b460fb98820f4eff1c2b33a5ebf18782cdff8eb0f4a1144dde989cdd,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-25\2020_0301_133023_020 1417_0.jpg,2020_0301_133023_020 1417_0.jpg,B-25,train_original,.jpg,2719,True,51,53,3,RGB,155.9759063720703,146.10179138183594,71.99942779541016,0.00924898261191269,0.08990011098779134,d8d7ee1a339b95cc3df1bb2322347b8bac9664f54bf334a08dbff04e460d2064,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-33\2019_0901_173251_015 0094_0.jpg,2019_0901_173251_015 0094_0.jpg,B-33,train_original,.jpg,1058,True,25,29,3,RGB,38.4556884765625,25.564401626586914,28.981019973754883,0.33379310344827584,0.0,aec99f385a55a0ce0c41c422d3c54536ebdaa15b1f3a784a1674b61e162bcb83,train
C:\Users\Dell\Desktop\Kacper Błachowiak - praca magisterska - klasyfikacja znaków drogowych\KB_Praca_Magisterska\data\raw\polish_traffic_signs_dataset\train\B-33\2020_0301_140337_021 498_0.jpg,2020_0301_140337_021 498_0.jpg,B-33,train_original,.jpg,3137,True,63,59,3,RGB,166.630615234375,196.36920166015625,88.6366195678711,0.03066989507667474,0.33736884584342214,f07af9fee86242b6dec6fe90e5633fa4a0e1a0287654b1f40e761ba4fd3c8df2,train
